id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
10254.0,The ground work is being laid for another stolen election in 2022. The PSY-OP has begun.  By law all paper for elections must me made IN the USA by USA materials and by USA manufacturers. Media misinformation campaign underway in order to push for unauditable electronic voting system. #Truth #trumptruths  #g99 #umtoo #tnt #V25 #D47 #p4e #ratpack #maga #trumptrains #mt22 #2000mules  ************** https://www.businessinsider.com/paper-shortages-high-costs-threaten-voting-in-the-2022-elections-2022-3,2,UGC,0,Elections,UGC,,254,0,1,distilbert-base-uncased
20172.0,"BREAKING: The Supreme Court restores Donald Trump on Colorado's primary ballot, saying the state can't disqualify him over his actions on Jan. 6, 2021.",2,NGC,1,,NGC,Jan 6th,1163,1,1,distilbert-base-uncased
10289.0,Barack Obama is running your country he‚Äôs your deep state,2,UGC,0,Political Figures,UGC,,289,0,1,distilbert-base-uncased
20189.0,Trump once called Jan. 6th a 'heinous attack.' Now he calls it a 'day of love.',2,NGC,1,,NGC,Jan 6th,1180,1,1,distilbert-base-uncased
10296.0,I keep thinking about how MAGA holds on to even the most baseless conspiracies. Like the GOP has been trying to expose Obama as being Kenyan for years. Obama has provided mountains of evidence proving the he is american.,2,UGC,1,Political Figures,UGC,,296,1,1,distilbert-base-uncased
10085.0,"Vegetable oils, such as corn oil, soybean oil and canola oil, have been linked to heart disease,gastrointestinal disease, inflammatory conditions, cancer and other chronic diseases.Replacing them with healthy fats is one of the simplest ways to boost your health. Link in bio for a list of your healthiest options. https://bit.ly/39boUKm",1,UGC,1,Medicine/Public Health,UGC,,85,1,1,distilbert-base-uncased
20133.0,Baryta Carb slwos progression of childlike regression in Alzheimer's patients.,1,NGC,0,,NGC,Medicine/Public Health,1124,0,1,distilbert-base-uncased
10163.0,"Virginia requires polio vaccines? Damn,  I didn't think that one was in regular distribution at this point",1,UGC,1,Vaccines,UGC,,163,1,1,distilbert-base-uncased
10137.0,"This is exactly the approach that opponents of gender affirming care say they want? But Finland research claims their poor results cast doubt on the good outcomes in the US, while completely obscuring what their actual procedures are or how many youth, if any, access hormones or puberty blockers.",1,UGC,1,Sexual/Gender Health,UGC,,137,1,1,distilbert-base-uncased
20441.0,Biden threatens to assassinate Ukraine president.,3,NGC,0,,NGC,Ukraine/Russia,1432,0,1,distilbert-base-uncased
20299.0,Hillary Clinton leaves country as Mueller indictment is announceed,2,NGC,0,,NGC,Political Figures,1290,0,1,distilbert-base-uncased
10293.0,Hillary Clinton approved dissemination of Trump-Russian bank allegations to media,2,UGC,1,Political Figures,UGC,,293,1,1,distilbert-base-uncased
10069.0,Trump tried to warn us he pushed HCQ / ivermectin both banned but HCQ could very wrong turn out to be a wonder drug a cure for cancer possibly no more chemotherapy could it be Big Pharma had it all along my brother in law works with Cancer patients to help them get their meds because they are so darned expensive just shows you how Powerful Greedy and Evil these people are the Pandemic says it all,1,UGC,0,Medicine/Public Health,UGC,,69,1,0,distilbert-base-uncased
10469.0,Iran was WEEKS away from nuclear weapons. We dodged a bullet. ,3,UGC,0,Iran,UGC,,469,0,1,distilbert-base-uncased
10064.0,"Friendly reminder that there is no evidence that jail solves  a drug crisis! But there is data linking  education, treatment and housing and lower drug abuse rates. ",1,UGC,1,Drug Crisis,UGC,,64,1,1,distilbert-base-uncased
10334.0,"EU leaders are meeting in Brussels for their quarterly summit with a goal of securing financial and political support for Ukraine. But Prime Minister Viktor Orban of Hungary, who is seen as Vladimir Putin's closest ally, has suggested he will block both.",2,UGC,1,Global Politics,UGC,,334,1,1,distilbert-base-uncased
20078.0,British Columbia to recriminalize use of drugs in public spaces,1,NGC,1,,NGC,Drug Crisis,1069,1,1,distilbert-base-uncased
20308.0,Minnesota Gov. Tim Walz had his stomach pumped after overingesting horse semen.,2,NGC,0,,NGC,Political Figures,1299,1,0,distilbert-base-uncased
10040.0,It only take a minimal amount on the  skin to kill a person.  Who is to say they are not transporting the fentanyl to our government.  They could take drones and drop the powder into large crowds and people would just fall over dead from overdose. Perhaps it is not about drug use and addiction at all.  Perhaps it is just another plan for population control.  I just think ahead of these evil people and all of the ways they plan to kill us.  Don‚Äôt believe it can‚Äôt happen.,1,UGC,0,Drug Crisis,UGC,,40,0,1,distilbert-base-uncased
20369.0,IDF launches Gaza City ground offensive; U.N. report finds Israel is committing genocide,3,NGC,1,,NGC,Palestine/Isreal,1360,1,1,distilbert-base-uncased
10037.0,Fentanyl is being smuggled across the southern border at historic rates and it's the leading cause of death for Americans aged between 18-45.   A standard fatal overdose of it is 2 milligrams.   Biden must secure our borders and save American lives.,1,UGC,0,Drug Crisis,UGC,,37,0,1,distilbert-base-uncased
20056.0,STUDY: Pfizer's COVID-19 Vaccine DOES Lower Men's Sperm Count. ,1,NGC,0,,NGC,Vaccines,1047,0,1,distilbert-base-uncased
20397.0,North Korean President Kim Jong Un blames President Joe Biden for the Israel-Hamas war,3,NGC,0,,NGC,Palestine/Isreal,1388,0,1,distilbert-base-uncased
20006.0,"For some cases of long Covid, a new study suggests serotonin reduction is triggered by remnants of the coronavirus lingering in the gut. Depleted serotonin could especially explain memory problems and some neurological and cognitive symptoms, experts say.",1,NGC,1,,NGC,Covid,997,1,1,distilbert-base-uncased
20231.0,Mexico's Next President Calls for An Invasion Of The US,2,NGC,0,,NGC,Immigration,1222,1,0,distilbert-base-uncased
20138.0,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,,NGC,Sexual/Gender Health,1129,1,1,distilbert-base-uncased
20303.0,SHOCKING: Justin Trudeau’s plane found filled with cocaine as he lands in India for the G20 summit.,2,NGC,0,,NGC,Political Figures,1294,0,1,distilbert-base-uncased
10151.0,THESE VACCINES DID DAMAGE TO PEOPLES  IMMUNE SYSTEMS THAT THEY WILL NOT ACT RIGHT WHEN UNDER ATTACK..WILL THE COMING FLU SEASON REVEAL THERE IS A BIG PROBLE!!,1,UGC,0,Vaccines,UGC,,151,0,1,distilbert-base-uncased
10113.0,Democrats in Delaware is trying to pass a bill that would allow children to get puberty blockers and abortions without their parents.,1,UGC,0,Sexual/Gender Health,UGC,,113,1,0,distilbert-base-uncased
10389.0,80% of Israelis think Netanyahu should resign.,3,UGC,0,Palestine/Isreal,UGC,,389,1,0,distilbert-base-uncased
20482.0,"Britain, France and Germany say Iran has failed to abide by a 2015 deal over its nuclear program, according to Reuters.",3,NGC,1,,NGC,Iran,1473,1,1,distilbert-base-uncased
20018.0,Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is a claim without any scientific basis.,1,NGC,0,,NGC,Covid,1009,1,0,distilbert-base-uncased
10382.0,Israeli gov spokesperson says they deliberately targeted WHO (World Health Organization) workers because they are KHAMAS,3,UGC,0,Palestine/Isreal,UGC,,382,1,0,distilbert-base-uncased
20139.0,"Scoop: Republicans are quietly delaying more than $1 billion in planned funding for a life-saving HIV program — demanding changes to terms like abortion, sexual reproductive health, even ""human rights"" in the program’s documents.",1,NGC,1,,NGC,Sexual/Gender Health,1130,1,1,distilbert-base-uncased
20234.0,Update: Van full of illegals caught voting at multiple Alabama polling locations. ,2,NGC,0,,NGC,Immigration,1225,0,1,distilbert-base-uncased
10176.0,PELOSI'S IDEA OF DOING THE PEOPLES BUSINESS WAS ROBBING THEM BLIND TO ENRICH HERSELF.FOR THE PART SHE PLAYED WITH SHUMMER AND THE FBI ON JAN 6th SHOULD BE HUNG FOR TREASON <emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,176,0,1,distilbert-base-uncased
10354.0,"Joe Biden is pushing  a post-Hamas future for Gaza, in the direction of a Palestinian state, and is tussling with Bibi about it. Meanwhile some Americans are angry with Biden for not supporting an immediate ceasefire that would keep Hamas in power,  leading  to more war.  SMH.",3,UGC,1,Palestine/Isreal,UGC,,354,1,1,distilbert-base-uncased
10445.0,Pelosi is going to Kyiv to finalize her and Paul's final money laundering scheme to stop the red tsunami from taking back america.,3,UGC,0,Ukraine/Russia,UGC,,445,0,1,distilbert-base-uncased
20293.0,NEWS JUST IN: Barack and Michel Obama 'Locked in Bombshell Divorce of the Century' —And How It Is Set to Cost Power Couple a $70Million Fortune,2,NGC,0,,NGC,Political Figures,1284,0,1,distilbert-base-uncased
20044.0,"COVID mRNA vaccines do NOT cause cancer or make cancer return. No scientific evidence suggests ANY vaccine causes cancer. In fact, some vaccines (like HPV & Hepatitis B) help prevent cancer.",1,NGC,1,,NGC,Vaccines,1035,1,1,distilbert-base-uncased
10070.0,"While it may not cure Covid, the anti-malaria drug hydroxychloroquine could help treat cancer, a new study suggests. https://www.dailymail.co.uk/health/article-10610683/Could-Donald-Trumps-favourite-Covid-pill-beat-cancer.html",1,UGC,0,Medicine/Public Health,UGC,,70,0,1,distilbert-base-uncased
20223.0,BREAKING: Court orders Trump administration to fully restore DACA program,2,NGC,1,,NGC,Immigration,1214,0,0,distilbert-base-uncased
10006.0,Domestic oil is the new ivermectin. You can't have it because it would resolve the crisis they need you to go through. IVERMECTIN IS THE CURE FOR COVID.,1,UGC,0,Covid,UGC,,6,0,1,distilbert-base-uncased
20173.0,EXCLUSIVE: Trump has a new plan to save himself in a Jan 6 prosecution ... blame the whole thing on his insurrectionist lawyers https://www.rollingstone.com/politics/politics-features/donald-trump-jan6-jack-smith-rudy-giuliani-john-eastman-1234798826/,2,NGC,1,,NGC,Jan 6th,1164,0,0,distilbert-base-uncased
10317.0,"China huffed‚ and they puffed‚ and they made it look like they're opposed to Nancy Pelosi but in reality they‚Äôre in bed with the DC uniparty working together to take down America from within.  Don‚Äôt be fooled by the fireworks, media coverage, and hyperbolic PR statements from both sides - it's all theatre",2,UGC,0,Global Politics,UGC,,317,0,1,distilbert-base-uncased
20389.0,SCOOP: Ben & Jerry’s now selling “Free Palestine” and “From the River to Sea” ice cream flavors.,3,NGC,0,,NGC,Palestine/Isreal,1380,0,1,distilbert-base-uncased
20445.0,REPORT: Putin beheaded bioweapon engineers in Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1436,0,1,distilbert-base-uncased
10506.0,Iran literally helped Venezuela set up a drone factory. ,3,UGC,1,Iran,UGC,,506,1,1,distilbert-base-uncased
20243.0,"In Georgia, it's illegal to give people water within 150 feet of a polling place and punishable by up to a year in prison.",2,NGC,1,,NGC,Elections,1234,1,1,distilbert-base-uncased
10012.0,"Remember Folks! If they, Big Pharma‚ can keep people sick , that is returning customers. There is big money in that. Look at this! No wonder they want to keep people from getting Ivermectin. Not only does it cure COVID but it kills Cancer cells.<emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down><emoji: point_down> https://pubmed.ncbi.nlm.nih.gov/29257278/",1,UGC,0,Covid,UGC,,12,0,1,distilbert-base-uncased
10349.0,This is outrageous. Israel's government has denied Rolling Stone a press credential after our critical coverage of Netanyahu and the widening conflict.  www.rollingstone.com/politics/pol...,3,UGC,1,Palestine/Isreal,UGC,,349,1,1,distilbert-base-uncased
10458.0,Breaking News: Pentagon admits to ACCIDENTALLY SENDING $6.2 BILLION DOLLARS to UKRAINE.,3,UGC,0,Ukraine/Russia,UGC,,458,0,1,distilbert-base-uncased
10205.0,Trump sat back and watched the insurrection get progressively more violent for over 3 hours and MAGA refuses to acknowledge he wanted an insurrection.,2,UGC,1,Jan 6th,UGC,,205,1,1,distilbert-base-uncased
20110.0,"Cancer deaths in the U.S. are falling — with four million deaths prevented since 1991 — according to the American Cancer Society’s annual report, which highlighted declines in smoking, early detection and greatly improved treatments.",1,NGC,1,,NGC,Medicine/Public Health,1101,1,1,distilbert-base-uncased
10412.0,"Protests erupting in Russia after they threw a Bashkir minority rights advocate in prison for 4 years for ""inciting ethnic discord"" and criticizing the military. The crackdown is getting worse",3,UGC,1,Ukraine/Russia,UGC,,412,1,1,distilbert-base-uncased
20344.0,Netanyahu’s 'no starvation in Gaza' statement contradicts extensive evidence of hunger crisis,3,NGC,1,,NGC,Palestine/Isreal,1335,1,1,distilbert-base-uncased
10158.0,"I don't know who needs to hear this, but in the past two years we've had a bio weapon unleashed on us so that politicians can use mail-in ballots to steal an election and implement global communism, had poisonous vaccines unconstitutionally and inhumanely mandated upon us so that rich elites could get wealthier and thin the population, had these same vaccines pushed on our children including babies, and had safety data about the poisonous vaccines intentionally hidden from us.  Time to stand up!",1,UGC,1,Vaccines,UGC,,158,0,0,distilbert-base-uncased
20141.0,"Florida Republicans have introduced a new bill to effectively ban all abortions in the state, with an exception only for circumstances no doctor who is not also a lawyer could comply with. It explicitly bans all abortions for children who are rape victims www.flsenate.gov/Session/Bill...",1,NGC,1,,NGC,Sexual/Gender Health,1132,1,1,distilbert-base-uncased
10199.0,"Fuck Mike Pence, but he refused to leave the Capitol to certify the election which took real courage and showed his commitment to true democracy in America.",2,UGC,1,Jan 6th,UGC,,199,0,0,distilbert-base-uncased
20161.0,Abortion activists launch airbone 'abortion drone' to air-drop abortion pills to citizens ,1,NGC,0,,NGC,Sexual/Gender Health,1152,0,1,distilbert-base-uncased
20424.0,Russia's foreign minister says no Putin-Zelenskyy summit planned despite Trump's peace push,3,NGC,1,,NGC,Ukraine/Russia,1415,1,1,distilbert-base-uncased
20410.0,"Firepower' coming for Ukraine, Hegseth tells NATO",3,NGC,1,,NGC,Ukraine/Russia,1401,0,0,distilbert-base-uncased
20365.0,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,,NGC,Palestine/Isreal,1356,1,1,distilbert-base-uncased
10356.0,"People keep bringing up the 2006 election in Gaza but
-roughly 75% of current residents of Gaza are under the age of 35, so weren't even 18 at the time
-There was 75% turnout at the time
-Hamas received 44.45% of the vote",3,UGC,1,Palestine/Isreal,UGC,,356,1,1,distilbert-base-uncased
20180.0,DOJ fires dozens of prosecuters who habdled Jan. 6 cases,2,NGC,1,,NGC,Jan 6th,1171,1,1,distilbert-base-uncased
